Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC005783,01/17/2023 08:59:45 AM,,Slight,3,1,Roundabout,20,Darkness - no lighting,Fine + high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Mumbai,Meghalaya
ACC005784,03/15/2022 03:53:05 PM,Central Region,Slight,2,2,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Car,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Rajasthan
ACC005785,09-06-2024 08:10,East District,Slight,2,1,One way street,20,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Van,No,School Vacation,Non-Festival,Night,Medium,Pune,West Bengal
ACC005786,09/28/2021 04:39:58 AM,Downtown Hub,Serious,3,2,One way street,60,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Festival,Afternoon,Medium,Bengaluru,Telangana
ACC005787,09-11-2021 01:34,North Sector,Slight,2,1,Single carriageway,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Pune,Uttar Pradesh
ACC005788,08/24/2023 10:11:50 AM,North Sector,Slight,1,1,Dual carriageway,20,Daylight,Fine no high winds,Wet or damp,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Jaipur,Andhra Pradesh
ACC005789,10/15/2024 02:01:44 AM,Downtown Hub,Slight,2,1,One way street,40,Darkness - lights lit,,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Shimla,Rajasthan
ACC005790,06/22/2024 02:51:08 PM,South Division,Serious,2,1,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Delhi,Assam
ACC005791,04/30/2023 05:31:54 AM,West Metro,Serious,2,2,Slip road,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Truck,No,School Vacation,Festival,Evening,High,Mumbai,Punjab
ACC005792,03/25/2021 05:42:06 PM,West Metro,Slight,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Arunachal Pradesh
ACC005793,10-05-2023 20:10,West Metro,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Festival,Afternoon,Medium,Bengaluru,Himachal Pradesh
ACC005794,07/15/2021 05:41:56 AM,Downtown Hub,Serious,2,3,Dual carriageway,60,Daylight,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Open,Festival,Afternoon,Medium,Jaipur,Odisha
ACC005795,03/31/2023 07:04:52 AM,West Metro,Slight,1,1,Dual carriageway,40,Daylight,Snowing no high winds,Snow,Urban,Woman,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Pune,Manipur
ACC005796,10/14/2021 07:19:45 AM,East District,Slight,2,1,Single carriageway,20,Darkness - no lighting,Snowing no high winds,Dry,Rural,Woman,SUV,No,School Open,Non-Festival,Morning,Low,Hyderabad,Nagaland
ACC005797,02-06-2022 00:46,West Metro,Slight,2,1,Roundabout,30,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Uttar Pradesh
ACC005798,05/21/2024 11:29:24 AM,North Sector,Serious,2,2,Single carriageway,60,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Van,No,School Vacation,Non-Festival,Night,Medium,Delhi,Karnataka
ACC005799,07/20/2024 10:58:37 AM,West Metro,Slight,1,1,Roundabout,30,Darkness - lights unlit,Fine + high winds,Dry,Rural,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Delhi,Tripura
ACC005800,03-12-2024 05:10,North Sector,Slight,1,1,Dual carriageway,20,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Morning,Low,Jaipur,Tamil Nadu
ACC005801,06-08-2023 02:22,Downtown Hub,Slight,1,1,Roundabout,40,Daylight,Raining + high winds,Wet or damp,Urban,Man,Car,No,School Open,Non-Festival,Evening,Medium,Pune,Meghalaya
ACC005802,02/23/2020 07:26:31 PM,East District,Serious,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Car,Yes,School Open,Non-Festival,Morning,Medium,Chennai,Sikkim
ACC005803,02-12-2024 19:00,East District,Slight,1,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Truck,No,School Open,Festival,Morning,Medium,Delhi,Mizoram
ACC005804,10/15/2020 07:16:08 AM,,Serious,2,2,Dual carriageway,60,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,SUV,No,School Vacation,Non-Festival,Evening,Medium,Chennai,Chhattisgarh
ACC005805,07/21/2023 05:07:08 PM,West Metro,Slight,2,1,Slip road,40,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Hyderabad,Kerala
ACC005806,10/28/2024 09:43:28 AM,North Sector,Serious,3,2,Single carriageway,50,Daylight,Fine no high winds,Dry,Urban,Man,Bus,Yes,School Open,Non-Festival,Morning,Medium,Jaipur,Karnataka
ACC005807,06/22/2022 11:20:37 PM,North Sector,Slight,2,1,Single carriageway,30,Daylight,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Night,Medium,Pune,Manipur
ACC005808,05/26/2023 06:15:06 AM,East District,Slight,2,2,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Pune,Uttarakhand
ACC005809,07/30/2024 01:46:49 PM,Downtown Hub,Slight,1,2,Single carriageway,30,Daylight,Fine no high winds,Dry,Urban,Woman,Truck,No,School Open,Festival,Night,High,Shimla,Assam
ACC005810,07/25/2024 05:06:32 PM,South Division,Slight,2,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Morning,Low,Lucknow,Andhra Pradesh
ACC005811,10/19/2023 01:58:02 AM,Central Region,Serious,1,1,Roundabout,50,Daylight,Fine no high winds,Dry,Urban,Man,SUV,No,School Vacation,Non-Festival,Night,Medium,Bengaluru,Punjab
ACC005812,07-05-2022 01:08,Downtown Hub,Slight,1,1,Slip road,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Meghalaya
ACC005813,08-06-2023 20:12,West Metro,Slight,2,1,One way street,40,Daylight,Snowing no high winds,Flood over 3cm deep,Urban,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Morning,Low,Kolkata,Arunachal Pradesh
ACC005814,09/23/2023 04:01:17 AM,South Division,Slight,1,1,Dual carriageway,30,Darkness - lights lit,Raining no high winds,Frost or ice,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Mumbai,Arunachal Pradesh
ACC005815,09/17/2021 04:06:02 AM,Central Region,Slight,2,1,Roundabout,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Jaipur,Assam
ACC005816,05/14/2020 12:40:18 AM,South Division,Fatal,2,1,Roundabout,60,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Hyderabad,Haryana
ACC005817,09/29/2020 01:46:30 AM,Downtown Hub,Slight,2,2,Dual carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Pune,Telangana
ACC005818,05/16/2022 10:29:08 PM,Downtown Hub,Slight,2,1,Slip road,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Lucknow,West Bengal
ACC005819,10-02-2022 13:30,North Sector,Slight,2,1,Slip road,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Vacation,Non-Festival,Evening,Medium,Chennai,Manipur
ACC005820,09-06-2023 02:08,West Metro,Slight,1,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Jaipur,Gujarat
ACC005821,03/26/2020 08:32:30 AM,West Metro,Serious,2,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,Car,Yes,School Vacation,Non-Festival,Morning,Medium,Kolkata,Goa
ACC005822,02/23/2024 04:26:59 PM,Downtown Hub,Slight,2,1,One way street,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Truck,No,School Open,Non-Festival,Morning,Low,Jaipur,Himachal Pradesh
ACC005823,08/20/2020 05:35:57 PM,Downtown Hub,Slight,2,1,One way street,40,Darkness - lights unlit,Raining no high winds,Dry,Urban,Woman,Truck,Yes,School Open,Non-Festival,Afternoon,Medium,Kolkata,Punjab
ACC005824,05/22/2021 08:40:50 PM,West Metro,Slight,1,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Night,Medium,Pune,West Bengal
ACC005825,04/20/2024 05:40:20 PM,Central Region,Slight,1,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,SUV,No,School Vacation,Non-Festival,Afternoon,Low,Mumbai,Andhra Pradesh
ACC005826,05/15/2023 06:49:15 AM,South Division,Serious,2,1,Single carriageway,50,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Non-Festival,Evening,Medium,Kolkata,Haryana
ACC005827,11/23/2022 10:54:26 AM,Downtown Hub,Serious,3,1,One way street,30,Daylight,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Morning,Low,Pune,Tamil Nadu
ACC005828,02-07-2021 14:35,South Division,Slight,1,1,Roundabout,30,Darkness - lights unlit,Raining no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Pune,Tamil Nadu
ACC005829,10-11-2023 10:17,West Metro,Slight,3,1,Slip road,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Car,No,School Vacation,Non-Festival,Evening,Medium,Mumbai,Assam
ACC005830,08/16/2022 10:32:55 PM,,Slight,2,2,Dual carriageway,40,Daylight,Fine no high winds,Snow,Urban,Man,Truck,No,School Open,Festival,Evening,High,Bengaluru,Bihar
ACC005831,02/25/2024 01:29:49 AM,Central Region,Slight,1,1,Slip road,30,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Uttar Pradesh
ACC005832,04-05-2024 02:07,East District,Slight,1,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Morning,Low,Delhi,Tripura
ACC005833,07/26/2021 03:56:01 AM,East District,Serious,4,3,One way street,60,Daylight,Fine no high winds,Dry,Rural,Man,Van,Yes,School Open,Non-Festival,Afternoon,Medium,Delhi,Manipur
ACC005834,06-10-2021 08:09,Central Region,Slight,1,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Flood over 3cm deep,Rural,Man,Car,Yes,School Open,Non-Festival,Night,Medium,Chennai,Goa
ACC005835,06/17/2020 03:51:01 AM,Central Region,Slight,3,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,SUV,Yes,School Open,Non-Festival,Morning,Medium,Chennai,Manipur
ACC005836,10/30/2021 02:49:03 PM,Central Region,Serious,2,2,One way street,40,Darkness - lights lit,Fine no high winds,Frost or ice,Urban,Man,SUV,No,School Open,Non-Festival,Evening,Medium,Delhi,Rajasthan
ACC005837,09/22/2021 12:42:27 PM,East District,Slight,2,1,Roundabout,40,Daylight,Snowing no high winds,Wet or damp,Urban,Woman,Bus,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Assam
ACC005838,08-01-2023 01:16,East District,Slight,3,1,One way street,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,SUV,No,School Open,Non-Festival,Evening,Medium,Delhi,Tripura
ACC005839,04-07-2022 18:10,Central Region,Slight,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Morning,Low,Chennai,Rajasthan
ACC005840,07-09-2020 16:27,Central Region,Slight,3,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Truck,Yes,School Vacation,Non-Festival,Morning,Medium,Lucknow,Rajasthan
ACC005841,07/28/2024 11:06:32 AM,West Metro,Slight,2,1,Single carriageway,30,Darkness - no lighting,Raining no high winds,Wet or damp,Urban,Man,Van,No,School Open,Festival,Evening,High,Chennai,Maharashtra
ACC005842,02/14/2020 07:17:15 AM,Downtown Hub,Slight,3,1,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Woman,Auto Rickshaw,Yes,School Open,Non-Festival,Morning,Medium,Hyderabad,Punjab
ACC005843,07-08-2024 21:30,South Division,Slight,1,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Truck,No,School Vacation,Non-Festival,Evening,Medium,Jaipur,Maharashtra
ACC005844,10-07-2021 02:56,South Division,Slight,2,1,Roundabout,20,Daylight,Raining no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Afternoon,Low,Delhi,Bihar
ACC005845,08/20/2020 06:53:58 PM,East District,Fatal,4,2,Single carriageway,40,Darkness - no lighting,Raining + high winds,Wet or damp,Urban,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Kerala
ACC005846,05/22/2021 11:25:41 PM,South Division,Serious,2,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Mizoram
ACC005847,10/14/2023 09:16:10 AM,Downtown Hub,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,SUV,Yes,School Vacation,Festival,Night,High,Pune,Gujarat
ACC005848,02/21/2023 08:42:08 AM,East District,Slight,1,1,Single carriageway,20,Darkness - lights unlit,Raining no high winds,Wet or damp,Rural,Woman,Car,No,School Vacation,Non-Festival,Afternoon,Low,Hyderabad,Himachal Pradesh
ACC005849,07-07-2021 23:09,South Division,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Car,Yes,School Open,Non-Festival,Evening,Medium,Chennai,Assam
ACC005850,04-12-2024 10:34,West Metro,Slight,2,1,Roundabout,40,Daylight,Fine no high winds,Dry,Urban,Man,Van,No,School Vacation,Festival,Night,High,Mumbai,West Bengal
ACC005851,07-06-2021 19:37,North Sector,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Raining no high winds,Dry,Urban,Woman,Car,No,School Open,Non-Festival,Evening,Medium,Kolkata,Madhya Pradesh
ACC005852,12-12-2021 17:23,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Bicycle,No,School Open,Non-Festival,Night,Medium,Bengaluru,Manipur
ACC005853,11-06-2022 16:01,Central Region,Fatal,2,3,One way street,60,Daylight,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Vacation,Non-Festival,Morning,Low,Delhi,Nagaland
ACC005854,07/13/2024 06:23:16 AM,South Division,Slight,2,1,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Snow,Rural,Man,SUV,No,School Open,Non-Festival,Night,Medium,Bengaluru,Odisha
ACC005855,10-05-2022 15:30,East District,Slight,1,2,Roundabout,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Vacation,Festival,Afternoon,Medium,Hyderabad,Andhra Pradesh
ACC005856,09/18/2021 01:18:51 PM,West Metro,Slight,1,1,Slip road,30,Darkness - lights lit,,Dry,Rural,Woman,Truck,No,School Open,Non-Festival,Night,Medium,Kolkata,Goa
ACC005857,09-01-2021 17:27,South Division,Slight,3,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Open,Non-Festival,Night,Medium,Kolkata,Uttarakhand
ACC005858,04/30/2023 07:50:56 AM,South Division,Slight,2,1,One way street,40,Daylight,Fine no high winds,Dry,Urban,Woman,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Kolkata,Uttarakhand
ACC005859,10/13/2020 03:01:56 AM,South Division,Slight,2,1,Roundabout,20,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Pune,Tamil Nadu
ACC005860,05/20/2023 01:02:05 PM,North Sector,Slight,2,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,No,School Vacation,Non-Festival,Evening,Medium,Hyderabad,Uttarakhand
ACC005861,03-04-2020 14:36,Central Region,Slight,1,1,One way street,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,SUV,No,School Vacation,Non-Festival,Morning,Low,Jaipur,Uttarakhand
ACC005862,09-11-2020 21:25,Downtown Hub,Fatal,2,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Evening,Medium,Bengaluru,Arunachal Pradesh
ACC005863,10-12-2023 20:38,North Sector,Slight,3,1,One way street,30,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,SUV,Yes,School Open,Non-Festival,Morning,Medium,Jaipur,Telangana
ACC005864,11-05-2023 07:27,West Metro,Slight,2,1,One way street,30,Darkness - lights unlit,Fine + high winds,Dry,Rural,Man,Van,No,School Open,Festival,Night,High,Mumbai,Maharashtra
ACC005865,06/23/2024 09:38:44 AM,East District,Serious,3,1,Slip road,50,Daylight,Fine no high winds,Wet or damp,Urban,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Shimla,Goa
ACC005866,07-07-2022 23:12,Downtown Hub,Slight,1,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Bus,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Maharashtra
ACC005867,12/19/2022 07:08:54 AM,North Sector,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Festival,Morning,Medium,Lucknow,Bihar
ACC005868,11-01-2024 21:58,South Division,Slight,2,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Truck,Yes,School Vacation,Festival,Afternoon,High,Jaipur,Rajasthan
ACC005869,07/23/2021 11:59:24 PM,North Sector,Fatal,2,2,Slip road,40,Darkness - no lighting,Raining no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Shimla,Haryana
ACC005870,10/30/2022 02:07:01 AM,West Metro,Serious,2,3,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Shimla,Assam
ACC005871,09-03-2022 20:18,West Metro,Slight,2,1,Dual carriageway,20,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Delhi,Odisha
ACC005872,10-01-2022 15:50,Downtown Hub,Slight,1,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Night,Medium,Mumbai,Maharashtra
ACC005873,08-06-2024 20:56,East District,Slight,1,1,Slip road,40,Darkness - lights lit,Fine no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Morning,Low,Hyderabad,Uttarakhand
ACC005874,04/25/2024 11:37:11 PM,Central Region,Slight,1,2,Single carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Evening,Medium,Shimla,Punjab
ACC005875,01-03-2020 15:28,Downtown Hub,Slight,1,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Afternoon,Low,Chennai,Mizoram
ACC005876,06-06-2024 10:13,East District,Slight,2,1,Dual carriageway,30,Daylight,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Lucknow,Tripura
ACC005877,12/30/2021 05:00:35 AM,East District,Slight,2,1,Dual carriageway,40,Daylight,Fine no high winds,Dry,Rural,Man,Van,No,School Vacation,Festival,Morning,Medium,Chennai,Haryana
ACC005878,04/15/2020 03:39:13 PM,Central Region,Serious,3,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Car,No,School Open,Non-Festival,Evening,Medium,Mumbai,Telangana
ACC005879,12/25/2024 08:05:47 AM,Downtown Hub,Slight,1,1,One way street,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Bus,No,School Open,Non-Festival,Afternoon,Low,Shimla,Maharashtra
ACC005880,12-12-2022 04:26,East District,Serious,3,1,Dual carriageway,30,Darkness - lights lit,,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Festival,Morning,Medium,Bengaluru,Uttar Pradesh
ACC005881,02/22/2023 08:40:30 PM,West Metro,Slight,1,1,Slip road,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Morning,Low,Lucknow,Goa
ACC005882,01-03-2021 07:38,North Sector,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Delhi,Tamil Nadu
ACC005883,07/22/2024 10:51:39 AM,Downtown Hub,Slight,3,1,One way street,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Morning,Low,Delhi,Sikkim
ACC005884,07/31/2022 11:28:50 AM,Central Region,Serious,2,1,Slip road,40,Daylight,Raining no high winds,Dry,Rural,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Kolkata,Meghalaya
ACC005885,11-03-2024 00:56,Central Region,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Morning,Low,Pune,Tripura
